professional_key,nconst,name,multiple_profession_key,birthyear,deathyear
60269161,nm0002082,James Franciscus,1361,1934,1991
60269162,nm0002083,Carl Franklin,1195,1949,
60269163,nm0002084,Brenda Fricker,27,1945,
60269164,nm0002085,Gert Fröbe,965,1913,1988
60269165,nm0002086,Lucio Fulci,1195,1927,1996
60269166,nm0002087,Samuel Fuller,1195,1912,1997
60269167,nm0002088,Annette Funicello,678,1942,2013
60269168,nm0002089,Sidney J. Furie,51,1933,
60269169,nm0002090,Zach Galligan,29,1964,
60269170,nm0002091,Michael Gambon,1169,1940,2023
60269171,nm0002092,John Garfield,961,1913,1952
60269172,nm0002093,Greer Garson,989,1904,1996
60269173,nm0002094,Vittorio Gassman,1195,1922,2000
60269174,nm0002095,Will Geer,1137,1902,1978
60269175,nm0002096,Judy Geeson,2,1948,
60269176,nm0002097,Bob Geldof,588,1951,
60269177,nm0002098,Laura Gemser,847,1950,
60269178,nm0002099,Henry Gibson,1137,1935,2009
60269179,nm0002100,Marie Gillain,598,1975,
60269180,nm0002101,Robin Givens,598,1964,
60269181,nm0002102,Sharon Gless,733,1943,
60269182,nm0002103,Julian Glover,1137,1935,
60269183,nm0002104,Paulette Goddard,1237,1910,1990
60269184,nm0002105,Judith Godrèche,449,1972,
60269185,nm0002106,Ruth Gordon,678,1896,1985
60269186,nm0002107,Betty Grable,2,1916,1973
60269187,nm0002108,Gloria Grahame,2,1923,1981
60269188,nm0002109,Faye Grant,2,1957,
60269189,nm0002110,Rodney A. Grant,38,1959,
60269190,nm0002111,Karen Grassle,722,1942,
60269191,nm0002112,Jennifer Gray,27,1916,1962
60269192,nm0002113,Sydney Greenstreet,1137,1879,1954
60269193,nm0002114,Kim Greist,144,1958,
60269194,nm0002115,Wayne Gretzky,961,1961,
60269195,nm0002116,Paul Guilfoyle,217,1902,1961
60269196,nm0002117,Paul Guilfoyle,38,,
60269197,nm0002118,Alan Hale,169,1892,1950
60269198,nm0002119,Arsenio Hall,1361,1956,
60269199,nm0002120,Lasse Hallström,1142,1946,
60269200,nm0002121,Margaret Hamilton,2,1902,1985
60269201,nm0002122,Harry Hamlin,1361,1951,
60269202,nm0002123,Adam Hann-Byrd,1012,1982,
60269203,nm0002124,Melora Hardin,598,1967,
60269204,nm0002125,Tonya Harding,27,1970,
60269205,nm0002126,Dorian Harewood,1137,1950,
60269206,nm0002127,Mariska Hargitay,249,1964,
60269207,nm0002128,Tess Harper,27,1950,
60269208,nm0002129,Gregory Harrison,514,1950,
60269209,nm0002130,Kathryn Harrold,27,1950,
60269210,nm0002131,Laurence Harvey,514,1928,1973
60269211,nm0002132,Amy Heckerling,51,,
60269212,nm0002133,Ernest Hemingway,81,1899,1961
60269213,nm0002134,Paul Henreid,514,1908,1992
60269214,nm0002135,Pamela Hensley,27,1950,
60269215,nm0002136,Bernard Herrmann,1082,1911,1975
60269216,nm0002137,Arthur Hiller,514,1923,2016
60269217,nm0002138,Gregory Hines,361,1946,2003
60269218,nm0002139,Judd Hirsch,361,1935,
60269219,nm0002140,Agnieszka Holland,51,1948,
60269220,nm0002141,Celeste Holm,989,1917,2012
60269221,nm0002142,Sandrine Holt,27,1972,
60269222,nm0002143,Edward Everett Horton,1137,1886,1970
60269223,nm0002144,John Houseman,1361,1902,1988
60269224,nm0002145,Trevor Howard,506,1913,1988
60269225,nm0002146,James Wong Howe,1059,1899,1976
60269226,nm0002147,Tab Hunter,961,1931,2018
60269227,nm0002148,Mary Beth Hurt,27,1946,
60269228,nm0002149,Betty Hutton,678,1921,2007
60269229,nm0002150,Billy Idol,495,1955,
60269230,nm0002151,Frank DeMarco,1317,,
60269231,nm0002152,Jörg Widmer,996,,
60269232,nm0002153,Jack Cardiff,1059,1914,2009
60269233,nm0002154,Alfred Abel,217,1879,1937
60269234,nm0002155,Edward M. Abroms,1267,1935,2018
60269235,nm0002156,Tengiz Abuladze,758,1924,1994
60269236,nm0002157,Herbert Achternbusch,1195,1938,2022
60269237,nm0002158,Edvin Adolphson,169,1893,1979
60269238,nm0002159,Alejandro Agresti,697,1961,
60269239,nm0002160,Moustapha Akkad,200,1930,2005
60269240,nm0002161,Hans Albers,961,1891,1960
60269241,nm0002162,Henri Alekan,1059,1909,2001
60269242,nm0002163,Nusrat Fateh Ali Khan,652,1948,1997
60269243,nm0002164,Irving Allen,200,1905,1987
60269244,nm0002165,Marc Allégret,556,1900,1973
60269245,nm0002166,John A. Alonzo,996,1934,2001
60269246,nm0002167,Gianni Amelio,105,1945,
60269247,nm0002168,Willeke van Ammelrooy,449,1944,
60269248,nm0002169,Tori Amos,522,1963,
60269249,nm0002170,Ashok Amritraj,1361,1957,
60269250,nm0002171,Franco Amurri,105,1958,
60269251,nm0002172,Mukul Anand,51,1951,1997
60269252,nm0002173,Laurie Anderson,522,1947,
60269253,nm0002174,Yves Angelo,1059,1956,
60269254,nm0002175,Ken Annakin,51,1914,2009
60269255,nm0002177,Oscar Apfel,1195,1878,1938
60269256,nm0002178,Alexandre Arcady,51,1947,
60269257,nm0002179,George Archainbaud,105,1890,1959
60269258,nm0002180,Francesca Archibugi,449,1960,
60269259,nm0002181,Imanol Arias,514,1956,
60269260,nm0002182,Harold Arlen,1082,1905,1986
60269261,nm0002183,George Arliss,965,1868,1946
60269262,nm0002184,Vic Armstrong,1350,1946,
60269263,nm0002185,Malcolm Arnold,1082,1921,2006
60269264,nm0002186,Luciana Arrighi,1043,1940,
60269265,nm0002187,Giorgos Arvanitis,898,1941,
60269266,nm0002188,Dorothy Arzner,1142,1897,1979
60269267,nm0002189,Giuliano Carnimeo,105,1932,2016
60269268,nm0002190,Anthony Asquith,1195,1902,1968
60269269,nm0002191,Jacques Audiard,51,1952,
60269270,nm0002192,Michel Audiard,1195,1920,1985
60269271,nm0002193,Claude Autant-Lara,347,1901,2000
60269272,nm0002194,Pupi Avati,51,1938,
60269273,nm0002195,Hy Averback,514,1920,1997
60269274,nm0002196,Gabriel Axel,1195,1918,2014
60269275,nm0002197,William Axt,1082,1888,1959
60269276,nm0002198,Charles Aznavour,1169,1924,2018
60269277,nm0002199,Hector Babenco,51,1946,2016
60269278,nm0002200,Richard Walden,360,,
60269279,nm0002201,John Debney,1082,1956,
60269280,nm0002202,Roy Webb,1082,1888,1982
60269281,nm0002203,Loren Miller,1142,,
60269282,nm0002204,Michael A. Dawson,1383,,
60269283,nm0002205,Branislav Zivkovic,1082,1947,
60269284,nm0002206,Kevin Brownlow,200,1938,
60269285,nm0002207,Richard Franklin,51,1948,2007
60269286,nm0002208,Michael T. Andreas,738,,
60269287,nm0002209,John McDermott,1195,1893,1946
60269288,nm0002210,Frank DeCaro,1361,1962,
60269289,nm0002211,Christopher DeFaria,245,1959,
60269290,nm0002212,Anders Bohman,1059,1965,
60269291,nm0002213,Anders Bohman,1080,1957,
60269292,nm0002214,Doug Nelson,888,,
60269293,nm0002215,Doug Nelson,609,,
60269294,nm0002216,Yves Robert,1361,1920,2002
60269295,nm0002217,Mychael Danna,1082,1958,
60269296,nm0002218,Claude Miller,1195,1942,2012
60269297,nm0002219,Alexander Scherer,1246,1965,
60269298,nm0002220,Alexander Scherer,51,,
60269299,nm0002221,Mark V. Phillips,979,,
60269300,nm0002222,Christopher Bradley,1195,1961,
60269301,nm0002223,Vera Anderson,1105,,
60269302,nm0002224,James Moll,1362,1963,
60269303,nm0002225,Axel Sand,1059,1961,
60269304,nm0002226,Misha Segal,1082,1943,
60269305,nm0002227,John Frizzell,1082,1966,
60269306,nm0002228,Nicholas Musuraca,360,1892,1975
60269307,nm0002229,Carlos M. Gallardo,609,,
60269308,nm0002230,Carlos Gallardo,1361,,
60269309,nm0002231,Gian Maria Volontè,1195,1933,1994
60269310,nm0002232,Erich von Stroheim Jr.,163,1916,1968
60269311,nm0002233,Erich von Stroheim,1195,1885,1957
60269312,nm0002234,Scott Robertson Price,8,,
60269313,nm0002235,Mike Hagerty,1137,1954,2022
60269314,nm0002236,Eric M. Klein,979,,
60269315,nm0002237,John David Allen,1267,,
60269316,nm0002238,John A. Kuri,51,,
60269317,nm0002239,Prince,1223,1958,2016
60269318,nm0002240,Katt Shea,449,,
60269319,nm0002242,Anthony Valentine,1137,1939,2015
60269320,nm0002243,Sam Douglas,506,1957,
60269321,nm0002244,Patrick Robert Smith,1306,1964,
60269322,nm0002245,Tzi Ma,38,,
60269323,nm0002246,Harry Van Gorkum,1012,,
60269324,nm0002247,Alan Natale,1195,,
60269325,nm0002248,Gerard Kelly,169,1959,2010
60269326,nm0002249,Matt Lyon,506,,
60269327,nm0002250,Rémi Bergman,1366,1960,
60269328,nm0002251,Dan Krumlauf,110,,
60269329,nm0002252,David A. Armstrong,393,,
60269330,nm0002253,John Carroll Lynch,169,1963,
60269331,nm0002254,King Hu,1195,1932,1997
60269332,nm0002255,Sergei Kozlov,996,1964,
60269333,nm0002256,Jordanna Fineberg,94,1970,
60269334,nm0002257,Håkan Holmberg,1241,1957,
60269335,nm0002258,Jeffrey Abramson,743,1974,
60269336,nm0002259,Danny Nowak,1241,1959,
60269337,nm0002260,Melissa Moseley,609,,
60269338,nm0002261,Alexander Kiening,817,1973,
60269339,nm0002262,J.P. Manoux,1195,,
60269340,nm0002263,Ken Rudolph,491,1941,
60269341,nm0002264,Glenn Gaines,313,,
60269342,nm0002265,John B. Josselyn,1246,1971,
60269343,nm0002266,Jak Osmond,993,1966,
60269344,nm0002267,Franco Barbeite,874,,
60269345,nm0002268,Gary Vermeir,81,,
60269346,nm0002269,Edmon Ryan,506,1905,1984
60269347,nm0002270,Rex Ingram,1137,1895,1969
60269348,nm0002271,Rex Ingram,1195,1892,1950
60269349,nm0002272,Glenn M. Benest,1283,,
60269350,nm0002273,Brett Boydstun,123,1966,
60269351,nm0002274,Nina Gold,371,,
60269352,nm0002275,Mark Parry,898,,
60269353,nm0002276,Reinier Selen,123,1972,
60269354,nm0002277,Jürgen Knoll,867,1965,
60269355,nm0002278,Simon Marshall,758,,
60269356,nm0002279,Chuck McClelland,1184,,
60269357,nm0002280,Charles McClelland,1267,,
60269358,nm0002281,Lisa Janowski,331,,
60269359,nm0002282,Jeff Marsh,1082,1961,
60269360,nm0002283,Rodney Taylor,1010,,
60269361,nm0002284,Saeed Shahram,764,,
60269362,nm0002285,Pat O'Brien,961,1899,1983
60269363,nm0002286,Michael W. Abbott,929,,
60269364,nm0002287,Gary Kauffman,1108,,
60269365,nm0002288,Elliott Goldkind,738,1964,
60269366,nm0002289,Mikhail Kozlovsky,506,,
60269367,nm0002290,Loren Avedon,222,1962,
60269368,nm0002291,Joanna Jimenez,1383,,
60269369,nm0002292,Peggy Names,1006,,
60269370,nm0002293,Heather Lee,1030,,
60269371,nm0002294,Timm Zemanek,506,1947,
60269372,nm0002295,Karin Thayer,697,1971,
60269373,nm0002296,Folmer Wiesinger,1383,,
60269374,nm0002297,Oswald Schwander,37,,
60269375,nm0002298,Roger Sword,1383,1933,2010
60269376,nm0002299,Carlo Varini,1010,1946,2014
60269377,nm0002300,Robert E. Collins,996,1935,2008
60269378,nm0002301,Carl Davis,1082,1936,2023
60269379,nm0002302,James Bernard,528,1925,2001
60269380,nm0002303,Trevor Jones,1082,1949,
60269381,nm0002304,Laurence Rosenthal,1082,1926,
60269382,nm0002305,Patrick Williams,1082,1939,2018
60269383,nm0002306,Boris Paval Conen,1142,1968,
60269384,nm0002307,Marge Piane,331,,
60269385,nm0002308,Ayesa Adams,421,,
60269386,nm0002309,James 'Keeper' Auld,609,1968,
60269387,nm0002310,David Trulli,1010,1961,
60269388,nm0002311,Montagu Love,1137,1880,1943
60269389,nm0002312,Obie Benz,200,1949,
60269390,nm0002313,Greg Fawcett,427,,
60269391,nm0002314,Mac Ruth,1119,1967,
60269392,nm0002315,Roger Wielgus,51,1951,
60269393,nm0002316,Alice D.G. Miller,582,1894,1985
60269394,nm0002317,Alice Duer Miller,1030,1874,1942
60269395,nm0002318,John Foster,898,,
60269396,nm0002319,John Foster,609,,
60269397,nm0002320,Fred Murphy,1059,1942,
60269398,nm0002321,Fred V. Murphy,1010,1943,2013
60269399,nm0002322,Richard Burns,38,,
60269400,nm0002323,Stephen McNutt,1010,,
60269401,nm0002324,Robert Dawson,861,,
60269402,nm0002325,Matthew Versteeg,1044,1966,
60269403,nm0002326,Al Sapienza,222,,
60269404,nm0002327,Brett Lewis,241,,
60269405,nm0002328,Christopher Prince,506,,
60269406,nm0002329,Christopher Prince,6,,
60269407,nm0002330,Larry Portmann,609,1965,
60269408,nm0002331,Stephen Jones,1038,,
60269409,nm0002332,Stephen Lang,1361,1952,
60269410,nm0002333,Robert Estrin,6,1942,
60269411,nm0002334,Douglas C. Hart,20,,2023
60269412,nm0002335,Brahm Wenger,1082,,
60269413,nm0002336,Declan Quinn,898,1957,
60269414,nm0002337,Roger Christian,865,1944,
60269415,nm0002338,Jack Clayton,721,1921,1995
60269416,nm0002339,Allen Coulter,721,,
60269417,nm0002340,Stuart Gordon,51,1947,2020
60269418,nm0002341,Richard T. Whelan,506,,
60269419,nm0002342,Richard Whelan,8,,
60269420,nm0002343,Adrian G. Griffiths,117,1964,
60269421,nm0002344,Tom Judson,329,1960,
60269422,nm0002345,Jonathan Southard,8,1960,
60269423,nm0002346,Harry Marker,1371,1899,1990
60269424,nm0002347,Kate O'Toole,733,1960,
60269425,nm0002348,Ray Preziosi,1010,,
60269426,nm0002349,Kevin Inch,721,1953,
60269427,nm0002350,Jim Meskimen,322,,
60269428,nm0002351,Juli-Ann Kay,371,1958,
60269429,nm0002352,Raul daSilva,1365,1933,
60269430,nm0002353,Thomas Newman,1082,1955,
60269431,nm0002354,John Williams,1082,1932,
60269432,nm0002355,Charles Van Enger,523,1890,1980
60269433,nm0002356,Gregory Avellone,514,,
60269434,nm0002357,JD Roberto,222,1969,
60269435,nm0002358,Laura Behary,151,1961,
60269436,nm0002359,Katy Wallin,371,,
60269437,nm0002360,Matthias Maaß,1059,,
60269438,nm0002361,Lynn Sable,888,,
60269439,nm0002362,Ken Estes,1049,,
60269440,nm0002363,Don Neudecker,45,1971,
60269441,nm0002364,Dante Basco,1361,1975,
60269442,nm0002365,Dionysio Basco,514,1977,
60269443,nm0002366,Christopher Young,1082,,
60269444,nm0002367,John Warren,1127,,
60269445,nm0002368,Tom Flynn,758,,
60269446,nm0002369,John Williams,506,1903,1983
60269447,nm0002370,J.A.C. Redford,1082,1953,
60269448,nm0002371,Karen Arbeeny,721,,
60269449,nm0002372,Paul M. Gordon,1371,,
60269450,nm0002373,Janice Keuhnelian,753,,
60269451,nm0002374,Robert de Vico,122,,
60269452,nm0002375,Ron McLeod,1132,,
60269453,nm0002376,David Hare,51,1947,
60269454,nm0002377,Stephen Semel,6,,
60269455,nm0002378,Catherine Davis,27,,
60269456,nm0002379,Hans Moser,965,1880,1964
60269457,nm0002380,Giorgio Moroder,1082,1940,
60269458,nm0002381,John Bailie,1010,,
60269459,nm0002382,Paul Chart,51,1961,
60269460,nm0002383,Myron Nettinga,348,1967,
60269461,nm0002384,Samuel Vartek,745,1969,
60269462,nm0002385,Linda Moran,462,,
60269463,nm0002386,Preston Oliver,268,1952,
60269464,nm0002387,Andrew Cohen,6,1954,
60269465,nm0002388,Patrick J. Doody,193,,
60269466,nm0002389,Nigel Plaskitt,1108,1950,
60269467,nm0002390,James R. Maceo,840,,
60269468,nm0002391,Dwayne Adway,514,1969,
60269469,nm0002392,Brad Kersch,51,,
60269470,nm0002393,Tara Howie,810,1973,
60269471,nm0002394,Chris H. Ullrich,123,,
60269472,nm0002395,Craig Binkley,198,1946,
60269473,nm0002396,Scott Shaw,1362,,
60269474,nm0002397,Andrew Z. Davis,273,,
60269475,nm0002398,Paris Themmen,1231,1959,
60269476,nm0002399,Alik Sakharov,929,1959,
60269477,nm0002400,Suresh Jindal,514,1942,2022
60269478,nm0002401,David Max Steinberg,898,1958,
60269479,nm0002402,Mark D. Allen,1190,,
60269480,nm0002403,Todd Baker,1108,,
60269481,nm0002404,Richard J. Gonzales Jr.,845,,
60269482,nm0002405,Scott Harris,8,,
60269483,nm0002406,Harry Jay Knowles,1361,1971,
60269484,nm0002407,Jason D. Scott,106,,
60269485,nm0002408,Todd R. Baker,1080,,
60269486,nm0002409,Paul Blomdahl,1190,1976,
60269487,nm0002410,Jerome Borenstein,1231,1967,
60269488,nm0002411,Mani Kaul,1195,1944,2011
60269489,nm0002412,Michael Fallavollita,6,,
60269490,nm0002413,David Jackson,51,,
60269491,nm0002414,Paul Chihara,1082,1938,
60269492,nm0002415,Colin Hoult,1010,,
60269493,nm0002416,John O'Hagan,818,1968,
60269494,nm0002417,Daniel Pyne,51,,
60269495,nm0002418,Colin Brunton,1132,1955,
60269496,nm0002419,Jay Sedrish,123,,
60269497,nm0002420,Barry Stone,898,1945,
60269498,nm0002421,Robert McDonaugh,1282,,
60269499,nm0002422,Andy Pavord,840,1962,
60269500,nm0002423,Eric van Haren Noman,1010,1943,
60269501,nm0002424,Linda Lowy,1060,,
60269502,nm0002425,Stephanie Carroll,304,,
60269503,nm0002426,Anthony Bennett,1080,,
60269504,nm0002427,Rob Merilees,8,,
60269505,nm0002428,Nick Davis,507,,
60269506,nm0002429,Lloyd A. Silverman,1361,,
60269507,nm0002430,Keith Ogier,1241,,
60269508,nm0002431,Nicholas Tabarrok,1361,,
60269509,nm0002432,John Grant,356,1960,
60269510,nm0002433,Scott Smith,200,,
60269511,nm0002434,Cam Cronin,506,1972,
60269512,nm0002435,Volkan Gücer,591,1964,
60269513,nm0002436,Shannon Elizabeth,249,1973,
60269514,nm0002437,Michael Kevin Walker,1361,,
60269515,nm0002438,Burnie Burns,1361,1973,
60269516,nm0002439,Guy Camara,1361,1964,
60269517,nm0002440,Kathy Orloff,151,1946,
60269518,nm0002441,Alan L. Nineberg,348,1942,2002
60269519,nm0002442,Fredrik Klasson,1364,,
60269520,nm0002443,Franz Hohler,1195,1943,
60269521,nm0002444,Frederick Long,1175,1948,2004
60269522,nm0002445,Bob Shayne,1283,,
60269523,nm0002446,Ella Kutschera,331,,
60269524,nm0002447,Ian D. Tootle,123,1954,
60269525,nm0002448,Stephen McPherson,913,,
60269526,nm0002449,Martin Veselich,281,,
60269527,nm0002450,Wade S. Echer,974,,
60269528,nm0002451,Amy R. Baird,423,,
60269529,nm0002452,John Rutherford,952,,
60269530,nm0002453,Mary Prange,1184,1947,2020
60269531,nm0002454,Larry Lerner,1132,1949,2020
60269532,nm0002455,Neil P. White,1134,,
60269533,nm0002456,Melissa Lintinger,423,,
60269534,nm0002457,David Brady,51,,
60269535,nm0002458,Richard G. Owen,865,,
60269536,nm0002459,T.C. Christensen,929,,
60269537,nm0002460,Lucia Mendoza,27,,
60269538,nm0002461,Mike Cheda,214,,
60269539,nm0002462,Matt Tundo,1010,,
60269540,nm0002463,Guillermo Fernández Groizard,1190,1960,
60269541,nm0002464,Karen F. McCarthy,540,,
60269542,nm0002465,Tyler Tharpe,1195,1968,
60269543,nm0002466,Ryan B. Smith,1282,,
60269544,nm0002467,James Bain,571,1954,2016
60269545,nm0002468,Knox White,579,1963,
60269546,nm0002469,Amy Chance,1386,,
60269547,nm0002470,M. David Mullen,360,1962,
60269548,nm0002471,Jeanne Slater,26,,
60269549,nm0002472,Scott Shiffman,200,,
60269550,nm0002473,Ellen Rutter,1132,1959,
60269551,nm0002474,Charley Scalies,506,,
60269552,nm0002475,Barry Dignam,51,1971,
60269553,nm0002476,Jeff Campbell,289,1962,
60269554,nm0002477,Todd Toon,1279,1964,
60269555,nm0002478,Ernst Gossner,1195,,
60269556,nm0002479,Steven J. Brandman,1132,,
60269557,nm0002480,Carmen Cuba,371,,
60269558,nm0002481,Jim Greenhorn,348,,
60269559,nm0002482,Irene Kassow,794,,
60269560,nm0002483,Daniel Fazel,1154,,
60269561,nm0002484,David Glanzer,1258,,
60269562,nm0002485,William Preston Robertson,1012,,
60269563,nm0002486,Stephen Barden,641,1970,
60269564,nm0002487,Jackson Rose,1010,1886,1956
60269565,nm0002488,Ellen Freyer,1038,,
60269566,nm0002489,Karl Anton,51,1898,1979
60269567,nm0002490,Bob Marley,652,1945,1981
60269568,nm0002491,Michael A. Martinez,1313,1980,
60269569,nm0002492,John Bowker,1195,,
60269570,nm0002493,Simon Bowles,1246,,
60269571,nm0002494,Michael Cedar,1132,1956,
60269572,nm0002495,Paul Eppleston,701,,
60269573,nm0002496,Christoph Kanter,460,,
60269574,nm0002497,Jeffrey Kushon,1044,1963,
60269575,nm0002498,Matthew L. Weiss,1295,,
60269576,nm0002499,John Lvoff,105,1954,
60269577,nm0002500,Tom McArdle,799,,
60269578,nm0002501,Dan Schlaack,634,,
60269579,nm0002502,Yvann Thibaudeau,799,1973,
60269580,nm0002503,Harry Carey,1361,1878,1947
60269581,nm0002504,Herbert Beerbohm Tree,1195,1852,1917
60269582,nm0002505,Michael Horowitz,51,,
60269583,nm0002506,Jessica Landaw,1267,,
60269584,nm0002507,Timothy Bird,1262,,
60269585,nm0002508,John Hays,124,,
60269586,nm0002509,Ramesh Iyer,1229,,
60269587,nm0002510,David Avallone,51,1965,
60269588,nm0002511,Scott Schneid,51,,
60269589,nm0002512,Deborah Peart,26,,
60269590,nm0002513,Stephen Kearney,1099,,
60269591,nm0002514,Michael Marino,377,,
60269592,nm0002515,Sabine El Gemayel,1267,,
60269593,nm0002516,Jill H. Greenlief,634,1968,
60269594,nm0002517,Lee Purcell,249,,
60269595,nm0002518,Ryan Koch,1361,1981,
60269596,nm0002519,Kate Eales,1383,1975,
60269597,nm0002520,Jeff Mazzola,1062,,
60269598,nm0002521,Markus Ziegler,1010,1963,
60269599,nm0002522,Jonathan Buss,806,1972,
60269600,nm0002523,Nathalie Gonthier,261,,
60269601,nm0002524,Kurt Kaya,1251,,
60269602,nm0002525,Kevin Marcy,1108,,
60269603,nm0002526,Robert Zappia,1283,,
60269604,nm0002527,Dane Peterson,1010,,
60269605,nm0002528,Thomas A. Ohanian,26,1960,
60269606,nm0002529,Brian A. Kates,1342,1972,
60269607,nm0002530,Kelly Wagner,320,1972,
60269608,nm0002531,Pascal Maeder,51,1965,
60269609,nm0002532,Nick O'Hagan,123,,
60269610,nm0002533,Judy Dennis,1219,,
60269611,nm0002534,Alex Erkiletian,51,1974,
60269612,nm0002535,Jasper Randall,1082,1974,
60269613,nm0002536,Emmy Rossum,1237,1986,
60269614,nm0002537,Miles Davis,652,1926,1991
60269615,nm0002538,David Mercy,1195,,
60269616,nm0002539,Roderic Kavanagh,692,,
60269617,nm0002540,John Jabaley,1366,1969,
60269618,nm0002541,Terry Morse Jr.,1132,1931,
60269619,nm0002542,Terry O. Morse,1267,1906,1984
60269620,nm0002543,Gershon Ginsburg,1246,,
60269621,nm0002544,Michael Armstrong,362,1953,
60269622,nm0002545,Preston Sturges,51,1898,1959
60269623,nm0002546,Mena Suvari,1237,1979,
60269624,nm0002547,Mark Bedrosian,1059,,
60269625,nm0002548,Ruby Yang,1362,,
60269626,nm0002549,Marcelo Itzkoff,1080,,
60269627,nm0002550,Laura Julian,123,,
60269628,nm0002551,Bill Davis,964,1951,
60269629,nm0002552,Trip Brock,426,,
60269630,nm0002553,Alexis Magagni-Seely,123,,
60269631,nm0002554,Claudette Nevins,2,1937,2020
60269632,nm0002555,Konstantin Seitz,1108,,
60269633,nm0002556,Billy Maddox,506,,
60269634,nm0002557,Vanja Cernjul,523,,
60269635,nm0002558,Ken Brooker,840,1973,
60269636,nm0002559,Peter De Kock,1059,1967,
60269637,nm0002560,Adam Nordén,1082,1971,
60269638,nm0002561,Richard Candib,1383,,
60269639,nm0002562,Maciek Wszelaki,874,,
60269640,nm0002563,Robert L. Sephton,348,,
60269641,nm0002564,Marc Stekelenburg,1038,,
